game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,over_under_runline
641699,2021-03-28,7,1,8,158,Milwaukee Brewers,113,Cincinnati Reds,27012,27000,Jesse Winker,608385,winkeje01,Nick Castellanos,592206,casteni01,Mike Moustakas,519058,moustmi01,Eugenio Suárez,553993,suareeu01,Tyler Naquin,571980,naquity01,Tyler Stephenson,663886,stephty01,Kyle Farmer,571657,farmeky01,Jonathan India,663697,indiajo01,Kolten Wong,543939,wongko01,Jackie Bradley Jr.,598265,bradlja02,Christian Yelich,592885,yelicch01,Avisaíl García,541645,garciav01,Daniel Vogelbach,596129,vogelda01,Travis Shaw,543768,shawtr01,Omar Narváez,553882,narvaom01,Orlando Arcia,606115,arciaor01,Corbin Burnes,669203,burneco01,Jeff Hoffman,656546,hoffmje02,Brent Suter,608718,suterbr01,Dauri Moreta,664294,moretda01,Sean Doolittle,448281,doolise01,Matt Pidich,641978,unknown,Amir Garrett,607237,garream01,Lucas Sims,608371,simslu01,Cionel Pérez,672335,perezci01,Cam Bedrosian,592135,bedroca01,unknown
