game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2024-03-23,747831,1,1,2,Jayce Easley,681068,Jax Biggers,680890,Dustin Harris,687957,Justin Foscue,679822,foscuju01,Aaron Zavala,701648,Cameron Cauley,695508,Travis Jankowski,608671,jankotr01,Andrew Knapp,595284,knappan01,Derek Hill,656537,hillde01,Tyler Tolbert,686475,Vinnie Pasquantino,686469,pasquvi01,Devin Mann,669471,Nick Loftin,679845,loftini01,John Rave,670231,Nate Eaton,681987,eatonna01,Cam Devanney,687478,Austin Charles,800051,Logan Porter,682515,portelo01,Eovaldi,543135,eovalna01,Yates,489446,yateski01,Burke,656271,burkebr01,Leclerc,600917,leclejo01,Robert,642016,Church,687847,"Greene, S",572888,greensh02,Sauer,669422,sauerma01,Zerpa,672582,zerpaan01,Sisk,681895,Pennington,679156,Killgore,681154,Wallace,686608
