game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-02,642141,3,9,12,Nathan Lukes,664770,lukesna01,Moisés Gómez,664332,Vidal Bruján,660644,brujavi01,Esteban Quiroz,606019,quiroes01,Blake Hunt,675448,Miles Mastrobuoni,670156,mastrmi01,Ryan Boldt,624416,Xavier Edwards,669364,edwarxa01,Joseph Odom,641929,odomjo01,Nick Yorke,694377,Jeter Downs,669023,downsje01,Austin Rei,623300,César Puello,527049,puellce01,Roldani Baldwin,650380,Bobby Dalbec,666915,dalbebo01,Josh Ockimey,656807,Jeisson Rosario,671271,Michael Gettys,656455,Wacha,608379,wachami01,Hess,605276,hessda01,Rosenberg,670046,rosenke01,Mazza,607391,mazzach01,"Thompson, R",657044,thompry02,Sherriff,595411,sherrry01,Head,545343,headlo01,"Ríos, Y",605441,riosya01,"Pérez, M",527048,perezma02,Whitlock,676477,whitlga01,Payamps,606303,payamjo01,Winckowski,670174,winckjo01,Politi,681555,Weber,543901,weberry01
