game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID,Home_P_9_Name,Home_P_9_ID,Home_P_9_bbrefID
2022-03-21,706963,3,1,4,Cullen Large,675925,Chris Bec,681804,Leo Jimenez,677870,Jordan Groshans,677954,groshjo01,Gosuke Katoh,641741,katohgo01,Kellin Deglan,592256,Will Robertson,683770,Otto Lopez,672640,lopezot01,Steward Berroa,672642,Kody Clemens,665019,clemeko01,Eric De La Rosa,680763,Zack Short,670097,shortza01,Ryan Lavarnway,543432,lavarry01,Andre Lipcius,686531,lipcian01,Daniel Cabrera,668667,Josh Lester,623507,lestejo02,Dustin Garneau,572863,garnedu01,Daz Cameron,663662,camerda01,Manoah,666201,manoaal01,Pearson,663878,pearsna01,Francis,670102,francbo01,"De León, J",592254,deleojo03,Beasley,676886,beaslje01,Manning,666159,mannima02,"Jiménez, J",641729,jimenjo02,"Garcia, B",650530,garcibr01,"Del Pozo, M",600887,delpomi01,Fernander,681501,"García, R",665621,garciro03,"Díaz, M",622766,diazmi02,"Rodriguez, El",660730,rodriel02,De Jesus,669804,dejesan01
