game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-10-03,632254,5,5,Michael Conforto,624424,confomi01,Luis Guillorme,641645,guilllu01,Dominic Smith,642086,smithdo02,Pete Alonso,624413,alonspe01,Francisco Lindor,596019,lindofr01,Brandon Nimmo,607043,nimmobr01,Patrick Mazeika,664850,mazeipa01,José Peraza,606299,perazjo01,Jonathan Villar,542340,villajo01,Adam Duvall,594807,duvalad01,Travis d'Arnaud,518595,darnatr01,Ehire Adrianza,501303,adriaeh01,Guillermo Heredia,628338,heredgu01,Eddie Rosario,592696,rosared01,Ozzie Albies,645277,albieoz01,Austin Riley,663586,rileyau01,Will Smith,519293,smithwi04,Orlando Arcia,606115,arciaor01,Syndergaard,592789,syndeno01,Williams,592866,willitr01,Hembree,592390,hembrhe01,Gsellman,607229,gsellro01,"Morton, C",450203,mortoch02,Strider,675911,stridsp01,Matzek,554431,matzety01,Jackson,592426,jackslu01,Martin,455119,martich02,"Smith, W",519293,smithwi04
