game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID
746786,2024-06-08,6,1,7,145,Chicago White Sox,111,Boston Red Sox,27018,27021,Jarren Duran,680776,duranja01,Enmanuel Valdez,665839,valdeen01,Rob Refsnyder,608701,refsnro01,Rafael Devers,646240,deverra01,Connor Wong,657136,wongco01,Dominic Smith,642086,smithdo02,Bobby Dalbec,666915,dalbebo01,David Hamilton,666152,hamilda03,Corey Julks,667452,julksco01,Zach DeLoach,676113,deloaza01,Andrew Vaughn,683734,vaughan01,Gavin Sheets,657757,sheetga01,Paul DeJong,657557,dejonpa01,Oscar Colás,693049,colasos01,Lenyn Sosa,672820,sosale01,Danny Mendick,664901,mendida01,Nick Nastrini,680897,nastrni01,Brayan Bello,678394,bellobr01,Tanner Banks,621383,banksta01,John Brebbia,605154,brebbjo01,Jordan Leasure,673929,leasujo01,Michael Kopech,656629,kopecmi01,Zack Kelly,677161,kellyza01,Chase Anderson,502624,anderch01
