game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_9_Name,Away_P_9_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-02-24,748249,7,7,14,Jose Ramos,682947,Ryan Ward,669899,Drew Avans,682183,Joe Vetrano,694838,Austin Gauthier,702789,Travis Swaggerty,680552,swaggtr01,Hunter Feduccia,676439,Taylor Young,805891,Alex Freeland,690976,Willie Calhoun,641432,calhowi01,Jason Martin,641829,martija03,Livan Soto,670869,sotoli01,Jordyn Adams,677941,adamsjo03,Hunter Dozier,641531,doziehu01,Jake Marisnick,545350,marisja01,Francisco Mejía,642336,mejiafr01,Richie Martin,621006,martiri01,Kyren Paris,677347,parisky01,Glasnow,607192,glasnty01,Harris,677946,"Hudson, Dan",543339,hudsoda01,Flynn,663901,Gage,657424,gagema01,Lao,666659,Morillo,666661,Wepf,689233,De La Paz,674221,Mederos,682989,medervi01,Daniel,669721,danieda01,Zuñiga,670871,zuniggu01,Kolarek,592473,kolarad01,MacGregor,669740,Hurtado,805871,Darrell-Hicks,690382,Jones,694559
