game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID,Home_P_9_Name,Home_P_9_ID
2024-03-06,748084,12,5,17,Lawrence Butler,671732,butlela01,Armando Alvarez,669137,Max Muncy,691777,Jordan Diaz,672478,diazjo03,Tyler Soderstrom,691016,soderty01,Max Schuemann,680474,schuema01,Kyle McCann,668832,mccanky01,Hoy Park,660829,parkho01,Lazaro Armenteros,670860,Capri Ortiz,800194,Caleb Hamilton,643348,hamilca01,Willie Calhoun,641432,calhowi01,Jason Martin,641829,martija03,Eric Wagaman,676572,Adrian Placencia,691269,Arol Vera,691186,Gustavo Campero,672569,Nelson Rada,703185,Boyle,671212,boylejo01,"Reyes, Ger",622103,reyesge01,Alexander,518397,alexasc02,"Kelly, M",547184,kellymi03,Estes,683155,estesjo01,Sandoval,663776,sandopa02,"Martinez, E",693044,Caceres,680983,cacerke01,Estévez,608032,estevca01,"García, L",472610,garcilu03,Cisnero,542585,cisnejo01,Cimber,643256,cimbead01,Pomeranz,519141,pomerdr01,Yovan,668719
