gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID
633377,2021-07-09,1,12,13,Tim Anderson,641313,anderti01,Yoán Moncada,660162,moncayo01,José Abreu,547989,abreujo02,Brian Goodwin,571718,goodwbr01,Adam Engel,641553,engelad01,Leury García,544725,garcile02,Andrew Vaughn,683734,vaughan01,Gavin Sheets,657757,sheetga01,Seby Zavala,664874,zavalse01,Cedric Mullins,656775,mullice01,Austin Hays,669720,haysau01,Trey Mancini,641820,mancitr01,Ryan Mountcastle,663624,mountry01,Anthony Santander,623993,santaan02,Ramón Urías,602104,uriasra01,Pedro Severino,600474,severpe01,Pat Valaika,642162,valaipa01,Kelvin Gutiérrez,642721,gutieke01,Jorge López,605347,lopezjo02,Dallas Keuchel,572971,keuchda01,Cole Sulser,642121,sulseco01,Dillon Tate,622253,tatedi01,César Valdez,491624,valdece01,Shaun Anderson,641312,andersh01,Pat Valaika,642162,valaipa01,Michael Kopech,656629,kopecmi01,Matt Foster,641582,fostema01
