game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-14,747964,2,4,6,Yonny Hernández,660634,hernayo02,Brewer Hicklen,676551,hicklbr01,Juan Baez,800345,Wes Clarke,682265,Nick Kahle,685277,Oliver Dunn,686554,dunnol01,Chavez Young,669945,Chris Roller,676896,rollech01,Gary Sánchez,596142,sanchga02,Brian Anderson,605119,anderbr06,Hogan Windish,702112,Cade Marlowe,687799,marloca01,Jonatan Clase,682729,clasejo01,Michael Papierski,657709,papiemi01,RJ Schreck,702302,Ryan Bliss,669208,Ben Ramirez,668756,Jake Anchia,680971,Gasser,688107,gassero01,"Peguero, E",665625,pegueel01,Payamps,606303,payamjo01,Uribe,682842,uribeab01,Middendorf,805437,Woo,693433,woobr01,Thornton,663423,thorntr01,Snider,676092,snideco01,Buttrey,621142,buttrty01,"Diaz, J",646242,diazjh01
