game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2023-03-15,719116,9,8,17,Madison Stokes,657010,Jim Haley,670113,Will Toffey,657780,McCarthy Tatum,657029,Max McDowell,664120,Cody Roberts,663944,Garrett Whitley,663605,Leandro Pineda,683610,Dalton Guthrie,656495,guthrda01,Jamie Westbrook,642197,Eric Wagaman,676572,Mickey Gasper,681508,Elijah Dunham,685313,Matt Pita,681862,Spencer Jones,682987,Jesús Bastidas,665846,Wilmer Difo,594694,difowi01,Billy McKinney,641856,mckinbi01,"Nola, Aa",605400,nolaaa01,"Martinez, J",679025,"Ortiz, L.F.",656814,ortizlu02,"Soto, G",642397,sotogr01,Adams,699499,Bellatti,571479,bellaan01,Head,545343,headlo01,Zarbnisky,675640,"Severino, L",622663,severlu01,"Gomez, C",680622,Cowart,592230,cowarka01,Marinaccio,676760,marinro01,"Ramirez, N",598286,ramirni01,"Santos, L",670873,Neely,680891
