game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2024-03-16,747939,5,4,9,Tim Tawa,694374,Kevin Graham,681184,David Martin,688808,Wyatt Crenshaw,809846,Neyfy Castillo,678689,Sheng-Ping Chen,691283,Wilderd Patiño,679741,Brett Johnson,805842,Jancarlos Cintron,676857,Elier Hernandez,609274,hernael02,Andrew Knizner,668800,kniznan01,Jayce Easley,681068,Dustin Harris,687957,Sebastian Walcott,806964,Kellen Strahm,687005,Keyber Rodriguez,677601,Alex De Goti,621008,degotal01,Jonathan Ornelas,680716,orneljo01,"Nelson, R",669194,nelsory01,Montilla,692983,"Castillo, J",620454,castijo03,Mantiply,573009,mantijo01,"Martin, Co",656686,martico02,Saalfrank,685314,saalfan01,Barnes,695071,Bradford,674003,bradfco01,Yates,489446,yateski01,Leiter,683004,leiteja01
