game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2022-05-10,662537,4,2,6,Jeff McNeil,643446,mcneije01,Eduardo Escobar,500871,escobed01,Dominic Smith,642086,smithdo02,Starling Marte,516782,martest01,Francisco Lindor,596019,lindofr01,Travis Jankowski,608671,jankotr01,Brandon Nimmo,607043,nimmobr01,J.D. Davis,605204,davisjd01,James McCann,543510,mccanja02,Victor Robles,645302,roblevi01,Riley Adams,656180,adamsri03,Maikel Franco,596748,francma02,Josh Bell,605137,belljo02,Dee Strange-Gordon,543829,gordode01,Nelson Cruz,443558,cruzne02,Juan Soto,665742,sotoju01,Yadiel Hernandez,628450,hernaya01,César Hernández,514917,hernace02,Carrasco,471911,carraca01,"Smith, Dr",622098,smithdr01,"Rodríguez, J",570257,rodrijo06,Díaz,621242,diazed04,Corbin,571578,corbipa01,Edwards Jr.,605218,edwarca01,Cishek,518553,cishest01,"Ramírez, E",541640,ramirer02
