game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,over_under_runline
745495,2024-06-06,0,0,0,134,Pittsburgh Pirates,119,Los Angeles Dodgers,27013,27015,Mookie Betts,605141,bettsmo01,Shohei Ohtani,660271,ohtansh01,Freddie Freeman,518692,freemfr01,Teoscar Hernández,606192,hernate01,Andy Pages,681624,pagesan01,Miguel Rojas,500743,rojasmi02,Enrique Hernández,571771,hernaen02,Miguel Vargas,678246,vargami01,Andrew McCutchen,457705,mccutan01,Bryan Reynolds,668804,reynobr01,Ke'Bryan Hayes,663647,hayeske01,Oneil Cruz,665833,cruzon01,Edward Olivares,658668,olivaed02,Nick Gonzales,693304,gonzani01,Rowdy Tellez,642133,tellero01,Henry Davis,680779,davishe01,Bailey Falter,663559,falteba01,Walker Buehler,621111,buehlwa01,
