game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-08,748068,3,4,7,Donny Sands,664848,sandsdo01,Dillon Dingler,693307,Justyn-Henry Malloy,669234,Justice Bigbie,694425,Ryan Kreidler,668952,kreidry01,Wenceel Pérez,672761,perezwe01,Ryan Vilade,668723,viladry01,Peyton Graham,689931,Carlos Mendoza,685332,Nick Maton,665155,matonni01,David Bañuelos,675915,banueda01,Tyler Nevin,663527,nevinty01,Dylan Beavers,687637,Jud Fabian,682983,Coby Mayo,691723,Daniel Johnson,669288,johnsda07,Michael Pérez,605421,perezmi03,Connor Norby,681393,Mize,663554,mizeca01,Wingenter,622259,wingetr01,Montero,672456,"Vasquez, A",607755,vasquan02,Sweet,682967,sweetde01,"Rodriguez, G",680570,rodrigr01,McSweeney,669682,Kimbrel,518886,kimbrcr01,Cano,666974,canoye01,"Webb, J",657097,webbja01,"Pérez, C",672335,perezci01,Baker,641329,bakerbr01
