game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-02-29,748169,5,3,8,Samuel Zavala,694214,Nerwilian Cedeño,683481,Kevin Plawecki,608700,plaweke01,Connor Hollis,667442,Tyler Robertson,805234,Homer Bush Jr.,683344,Clay Dungan,687867,Nathan Martorella,687210,Zach Reks,676646,reksza01,Armando Alvarez,669137,Tyler Soderstrom,691016,soderty01,Yohel Pozo,650968,pozoyo01,Cooper Bowman,688682,Max Schuemann,680474,schuema01,Brett Harris,695391,harribr02,Hoy Park,660829,parkho01,Jacob Wilson,805779,Lazaro Armenteros,670860,Avila,658648,avilape01,"De Los Santos, E",660853,delosen01,"Cruz, Y",672442,Gillaspie,670810,gillalo01,Morejon,670970,morejad01,Festa,670036,festama01,Go,808970,Kopps,667434,Boyle,671212,boylejo01,"Moreno, G",642575,"Jiménez, D",666204,jimenda01,Estes,683155,estesjo01,"Reyes, Ger",622103,reyesge01,Nittoli,657697,nittovi01
