game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2024-03-13,747992,9,4,13,Eddy Alvarez,657193,alvared01,Niko Kavadas,694359,Jamie Westbrook,642197,Nick Sogard,686765,Tyler McDonough,694812,Karson Simas,689302,Mark Kolozsvary,656627,kolozma01,Romy Gonzalez,663853,gonzaro01,Dalton Guthrie,656495,guthrda01,Oscar Gonzalez,660757,gonzaos01,J.C. Escarra,641555,Luis Torrens,620443,torrelu01,Jose Rojas,670351,rojasjo02,Luis González,670768,gonzalu03,Spencer Jones,682987,Josh VanMeter,642165,vanmejo01,Kevin Smith,675656,smithke05,Ben Rortvedt,666163,rortvbe01,Pivetta,601713,pivetni01,"Rodríguez, J",570257,rodrijo06,Hagenman,663795,Weissert,669711,weissgr01,Booser,592155,booseca01,Zeferjahn,666171,Rodón,607074,rodonca01,"Ramirez, N",598286,ramirni01,Marinaccio,676760,marinro01,Mosqueda,665996,Aguilar,679711,Vrieling,801639
