game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-17,641590,1,1,Armando Alvarez,669137,Max McDowell,664120,Thairo Estrada,642731,estrath01,Greg Allen,656185,allengr01,Chris Gittens,656467,gittech01,Sócrates Brito,593647,britoso01,Giancarlo Stanton,519317,stantmi03,Ryan LaMarre,534606,lamarry01,Oswald Peraza,672724,perazos02,Breyvic Valera,591971,valerbr01,Austin Martin,668885,martiau01,Logan Warmoth,657089,Jonathan Davis,641505,davisjo05,Jordan Groshans,677954,groshjo01,Richard Urena,620446,urenari01,Tyler White,643603,whitety01,Gabriel Moreno,672515,morenga01,Otto Lopez,672640,lopezot01,Montgomery,656756,montgjo01,Chacín,468504,chacijh01,Luetge,476595,luetglu01,Hatch,641672,hatchto01,Tice,676709,ticety01,Milone,543548,milonto01,Liriano,434538,liriafr01,"Cole, A",595918,coleaj01,"Castro, A",621593,castran02
