game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-18,642047,3,1,4,Yasmany Tomás,630111,tomasya01,Carlos Tocci,624636,toccica01,Andrew Stevenson,664057,stevean01,Hernán Pérez,541650,perezhe01,Tres Barrera,668663,barretr01,Jordy Mercer,474568,mercejo03,Yadiel Hernandez,628450,hernaya01,Adrián Sanchez,506703,sanchad01,Brandon Snyder,474319,snydebr03,Tomás Nido,621512,nidoto01,Johneshwy Fargas,641561,fargajo01,Drew Ferguson,664916,Wilfredo Tovar,541600,tovarwi01,Mallex Smith,605480,smithma05,Patrick Mazeika,664850,mazeipa01,José Peraza,606299,perazjo01,Bruce Maxwell,622194,maxwebr01,Jake Hager,606993,hagerja01,Lester,452657,lestejo01,Avilán,501593,avilalu01,Clay,621348,claysa01,Finnegan,640448,finneky01,Peterson,668720,Fuentes,651002,Stroman,573186,stromma01,Familia,544727,familje01,Loup,571901,loupaa01,Díaz,621242,diazed04,May,543507,maytr01
