game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2021-03-03,642125,8,8,16,Luis Liberato,642451,liberlu01,Eric Filia,596107,Jordan Cowan,643268,José Godoy,608422,godoyjo01,Sam Travis,607752,travisa01,Josh Morgan,656766,Jantzen Witte,642220,Jack Reinheimer,595373,reinhja01,Dillon Thomas,605504,thomadi01,Christopher Morel,666624,morelch01,Patrick Wisdom,621550,wisdopa01,Michael Hermosillo,641684,hermomi01,Brennen Davis,680695,Ian Miller,641878,milleia01,Miguel Amaya,665804,amayami01,Chase Strumpf,668664,Alfonso Rivas III,663845,rivasal01,Taylor Gushue,656494,gushuta01,Newsome,664714,newsolj01,Yacabonis,642231,yacabji01,Nittoli,657697,nittovi01,Fletcher,667465,fletcaa01,Duron,663975,duronni01,McKinney,641855,McCaughan,670766,mccauda01,Davies,605200,davieza02,Chafin,605177,chafian01,Workman,519443,workmbr01,Adam,592094,adamja01,"Stewart, K",640464,stewako01,Norwood,656803,norwoja01,Gámez,670328,Nance,667297,nanceto01
