game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-10,719182,7,2,9,Jerar Encarnación,666464,encarje01,Kyler Castillo,689763,Xavier Edwards,669364,edwarxa01,Jesús Sánchez,660821,sanchje02,Austin Allen,664119,allenau01,Paul McIntosh,682192,Alex De Goti,621008,degotal01,C.J. Hinojosa,546994,Javier Sanoja,691594,Brady House,691781,Erick Mejia,625510,mejiaer01,Ildemaro Vargas,545121,vargail01,Jared McKenzie,686982,Brenner Cox,702685,Jeter Downs,669023,downsje01,Leonel Valera,665987,Drew Millas,686452,milladr01,Matt Adams,571431,adamsma01,Luzardo,666200,luzarje01,Puk,640462,pukaj01,"Scott, Tan",656945,scottta01,"Pérez, Eu",691587,perezeu02,Simpson,681006,Corbin,571578,corbipa01,Colomé,517008,colomal01,Edwards Jr.,605218,edwarca01,Finnegan,640448,finneky01,Weems,607179,weemsjo01
