game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-27,718932,6,6,12,Ryan Burrowes,802018,DJ Gladney,687554,Logan Glass,687279,Jordan Sprinkle,688394,Seby Zavala,664874,zavalse01,Jake Marisnick,545350,marisja01,Wes Kath,695770,Romy Gonzalez,663853,gonzaro01,Loidel Chapelli,703070,Luis Vazquez,676679,vazqulu01,Scott McKeon,685096,Rafael Morel,682662,Fabian Pertuz,678285,Luis Torrens,620443,torrelu01,Haydn McGeary,702333,Cristian More,685580,Ke'Shun Collier,804622,Jacob Wetzel,689047,Clevinger,605182,clevimi01,Ramsey,682010,ramsela02,Graveman,608665,graveke01,Bummer,607481,bummeaa01,"Kelly, J",523260,kellyjo05,Navarro,679346,navared01,Taillon,592791,taillja01,Merryweather,657240,merryju01,Alzolay,640470,alzolad01,Rucker,621074,ruckemi01,Fulmer,605242,fulmemi01,Deppermann,656368
