game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID
2021-03-16,642013,7,2,9,Hedbert Perez,691616,Dustin Peterson,640460,peterdu01,Brice Turang,668930,turanbr02,Jamie Westbrook,642197,Billy McKinney,641856,mckinbi01,Garrett Mitchell,669003,mitchga01,Nick Kahle,685277,Jacob Nottingham,641924,nottija01,Zach Green,608339,greenza01,Matt Davidson,571602,davidma02,Omar Estévez,666784,Elliot Soto,519303,sotoel01,Sheldon Neuse,641914,neusesh01,Ryan Noda,676116,nodary01,Stevie Berman,670281,Andy Burns,542992,burnsan01,DJ Peters,656847,peterdj01,James Outman,681546,outmaja01,Lindblom,458676,lindbjo01,Crawford,660587,Hader,623352,haderjo01,Suter,608718,suterbr01,Topa,623437,topaju01,Feyereisen,656420,feyerjo01,Kershaw,477132,kershcl01,Bauer,545333,bauertr01
