game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID
745167,2024-06-09,4,0,4,138,St. Louis Cardinals,115,Colorado Rockies,27019,27004,Charlie Blackmon,453568,blackch02,Ezequiel Tovar,678662,tovarez01,Ryan McMahon,641857,mcmahry01,Elias Díaz,553869,diazel01,Brenton Doyle,686668,doylebr02,Jake Cave,595909,caveja01,Michael Toglia,669911,toglimi01,Adael Amador,691182,unknown,Masyn Winn,691026,winnma01,Alec Burleson,676475,burleal01,Paul Goldschmidt,502671,goldspa01,Nolan Arenado,571448,arenano01,Nolan Gorman,669357,gormano01,Dylan Carlson,666185,carlsdy01,Brendan Donovan,680977,donovbr01,Pedro Pagés,686780,pagespe02,Andre Pallante,669467,pallaan01,Ty Blach,621389,blachty01,Matthew Liberatore,669461,liberma01
