game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-08,748066,3,6,9,Alberto Hernandez,800516,John Garcia,801039,C.J. Stubbs,667690,Quincy Hamilton,680810,Pedro León,694175,Kenedy Corona,685744,Jesús Bastidas,665846,Jacob Melton,689200,Chad Stevens,677060,Kyle Schwarber,656941,schwaky01,Scott Kingery,664068,kingesc01,Nick Podkul,674951,William Simoneit,686766,Carlos De La Cruz,678926,Garrett Stubbs,596117,stubbga01,Matt Kroon,663714,Esteban Quiroz,606019,quiroes01,Ethan Wilson,681159,Arrighetti,681293,arrigsp01,"Contreras, L",664351,Kuhnel,669270,kuhnejo01,McDonald,680423,Strotman,675977,Gaither,668877,"Suárez, R",624133,suarera01,Bellatti,571479,bellaan01,"Soto, G",642397,sotogr01,Domínguez,622554,dominse01,Alvarado,621237,alvarjo03,"Ortiz, L.F.",656814,ortizlu02,McKay,681473
