game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-29,641644,5,2,7,Riley Greene,682985,greenri03,Zack Short,670097,shortza01,Renato Núñez,600524,nunezre01,Dillon Dingler,693307,Isaac Paredes,670623,paredis01,Spencer Torkelson,679529,torkesp01,Dustin Garneau,572863,garnedu01,Daz Cameron,663662,camerda01,Eric Haase,606992,haaseer01,Armando Alvarez,669137,Thairo Estrada,642731,estrath01,Anthony Seigler,678011,Greg Allen,656185,allengr01,Austin Wells,669224,wellsau01,Ryan LaMarre,534606,lamarry01,Ezequiel Duran,677649,duranez01,Tyler Wade,642180,wadety01,Estevan Florial,664314,flories01,Ureña,570632,urenajo01,"Holland, D",502706,hollade01,Cisnero,542585,cisnejo01,"Farmer, B",571656,farmebu01,"Del Pozo, M",600887,delpomi01,Germán,593334,germado01,Green,643338,greench03,O'Day,503285,odayda01,Loáisiga,642528,loaisjo01,King,650633,kingmi01,Gil,661563,gillu01,McClain,596035,mcclare01
