game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,over_under_runline
747972,2024-03-14,1,5,6,142,Minnesota Twins,141,Toronto Blue Jays,27005,27010,Santiago Espinal,669289,espinsa01,Daniel Vogelbach,596129,vogelda01,Ernie Clement,676391,clemeer01,Davis Schneider,676914,schneda03,Nathan Lukes,664770,lukesna01,Eduardo Escobar,500871,escobed01,Spencer Horwitz,687462,horwisp01,Brian Serven,661531,servebr01,Edouard Julien,666397,julieed01,Byron Buxton,621439,buxtoby01,Carlos Correa,621043,correca01,Royce Lewis,668904,lewisro02,Max Kepler,596146,keplema01,Carlos Santana,467793,santaca01,Ryan Jeffers,680777,jeffery01,Kyle Farmer,571657,farmeky01,Bailey Ober,641927,oberba01,Bowden Francis,670102,francbo01,Denny Bentley,681025,unknown,Ryan Jensen,686754,unknown,Griffin Jax,643377,jaxgr01,Michael Boyle,664082,unknown,Sheldon Reed,663477,unknown,Malik Barrington,703105,unknown,Wes Parsons,641149,parsowe01,unknown
