gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID
717151,2023-08-03,1,0,1,Corbin Carroll,682998,carroco02,Emmanuel Rivera,656896,riverem01,Tommy Pham,502054,phamth01,Christian Walker,572233,walkech02,Lourdes Gurriel Jr.,666971,gurrilo01,Geraldo Perdomo,672695,perdoge01,Nick Ahmed,605113,ahmedni01,Alek Thomas,677950,thomaal01,Carson Kelly,608348,kellyca02,LaMonte Wade Jr.,664774,wadela01,Joc Pederson,592626,pederjo01,J.D. Davis,605204,davisjd01,Patrick Bailey,672275,bailepa01,Michael Conforto,624424,confomi01,Luis Matos,682641,matoslu02,Blake Sabol,666165,sabolbl01,Isan Díaz,656371,diazis01,Casey Schmitt,669477,schmica01,Scott Alexander,518397,alexasc02,Brandon Pfaadt,694297,pfaadbr01,Tristan Beck,663941,becktr01,Sean Manaea,640455,manaese01,Luke Jackson,592426,jackslu01,Taylor Rogers,573124,rogerta01,Camilo Doval,666808,dovalca01,Kevin Ginkel,656464,ginkeke01
