game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-26,718950,2,4,6,Cam Cannon,669069,Aramis Garcia,605244,garciar01,Wendell Rijo,620442,Jim Haley,670113,McCarthy Tatum,657029,Weston Wilson,642215,wilsowe01,Rixon Wingrove,678534,Garrett Stubbs,596117,stubbga01,Jared Carr,702250,Ryan McKenna,663630,mckenry01,Frederick Bencosme,695930,Kyle Stowers,669065,stoweky01,Carter Young,677356,Anthony Bemboom,621532,bemboan01,Jordan Westburg,676059,westbjo01,Franchy Cordero,614173,cordefr02,Ryan O'Hearn,656811,ohearry01,Cedric Mullins,656775,mullice01,Strahm,621381,strahma01,Killgore,681154,"Vasquez, A",607755,vasquan02,"Ortiz, L.F.",656814,ortizlu02,Uelmen,657272,uelmeer01,McKay,681473,Bradish,680694,bradiky01,Baker,641329,bakerbr01,"Pérez, C",672335,perezci01,Akin,669211,akinke01,"Garrett, R",657585,garrere01
