game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2022-03-29,706983,3,10,13,Rowdy Tellez,642133,tellero01,Jamie Westbrook,642197,Jon Singleton,572138,singljo02,Hedbert Perez,691616,Jakson Reetz,656883,reetzja01,Ashton McGee,671082,Korry Howell,676759,Yeison Coca,665883,Carlos D. Rodriguez,677578,Ernie Clement,676391,clemeer01,Mitchell Tolman,664051,Steven Kwan,680757,kwanst01,Ike Freeman,687705,Óscar Mercado,640458,mercaos01,Will Bartlett,686673,Yordys Valdes,686798,Bryan Lavastida,681526,lavasbr01,Bradley Zimmer,605548,zimmebr01,Woodruff,605540,woodrbr01,Sadzeck,592712,sadzeco01,"Perdomo, L",606131,perdolu02,Hader,623352,haderjo01,Cousins,664776,cousija01,Mejía,650496,mejiaje02,Quantrill,615698,quantca01,Herrin,682120,herriti01,"Shaw, B",543766,shawbr01,"Clase, E",661403,claseem01,Gose,543238,gosean01,Mikolajchak,679777,Broom,680940
