game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID
2021-03-30,642111,5,3,8,Ehire Adrianza,501303,adriaeh01,Ender Inciarte,542255,inciaen01,Sean Kazmar Jr.,453527,kazmase01,William Contreras,661388,contrwi02,Pablo Sandoval,467055,sandopa01,Johan Camargo,622666,camarjo01,Cristian Pache,665506,pachecr01,Guillermo Heredia,628338,heredgu01,Alex Jackson,656577,jacksal02,Nick Yorke,694377,Chris Herrmann,543302,herrmch01,Jeter Downs,669023,downsje01,Gilberto Jimenez,678362,Triston Casas,671213,casastr01,César Puello,527049,puellce01,Jarren Duran,680776,duranja01,Chad De La Guerra,664750,Michael Gettys,656455,Smyly,592767,smylydr01,Johnstone,641733,Soroka,647336,sorokmi01,"Pérez, M",527048,perezma02,"Espinal, R",642659,espinra01,Blair,518464
