game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-21,719027,2,5,7,Niko Hulsizer,680881,Vidal Bruján,660644,brujavi01,Josh Lowe,666139,lowejo01,Shane Sasaki,687071,Roberto Alvarez,666712,Grant Witherspoon,680710,Gavin Collins,641468,Evan Edwards,657212,Carlos Colmenarez,694181,Andrew Bechtold,657510,Andrew Stevenson,664057,stevean01,Ryan LaMarre,534606,lamarry01,Tyler White,643603,whitety01,Yunior Severino,670870,Mark Contreras,676628,contrma01,Elliot Soto,519303,sotoel01,Will Holland,683735,Tony Wolters,547172,wolteto01,Fleming,676596,flemijo01,Zarraga,700287,"Thompson, R",657044,thompry02,Bristo,668754,bristbr01,Kelly,687330,kellyke02,Fairbanks,664126,fairbpe01,"Gray, So",543243,grayso01,Moran,663558,moranjo01,Thielbar,573204,thielca01,"López, Jo",605347,lopezjo02,"Ortega, O",661383,ortegol01
