game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-03-30,706943,9,5,14,Diego Rincones,665651,David Villar,681584,villada01,Brett Auerbach,682266,Adrián Sugastey,692368,Ghordy Santos,672775,Abdiel Layer,676075,Armani Smith,669702,Grant McCray,687529,Jason Vosler,613564,vosleja01,Freddy Fermin,666023,fermifr01,Gabriel Cancel,663708,Dairon Blanco,680118,blancda02,Vinnie Pasquantino,686469,pasquvi01,Kyle Isbel,664728,isbelky01,Ivan Castillo,622668,castiiv01,JaCoby Jones,592444,jonesja07,Clay Dungan,687867,Edward Olivares,658668,olivaed02,DeSclafani,543101,desclan01,"Rogers, Ty",643511,rogerty01,McGee,459429,mcgeeja01,Alvarez,501625,alvarjo02,Leone,608678,leonedo01,"Williams, T",592865,willita01,"Hernández, C",672578,hernaca04,"Tapia, D",593619,tapiado01,Kowar,663804,kowarja01,Coleman,669395,colemdy01,"Garrett, A",607237,garream01,Payamps,606303,payamjo01,Speier,642100,speiega01
