game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-09-25,662243,8,3,11,Zach McKinstry,656716,mckinza01,Ian Happ,664023,happia01,Patrick Wisdom,621550,wisdopa01,Michael Hermosillo,641684,hermomi01,Alfonso Rivas III,663845,rivasal01,P.J. Higgins,664731,higgipj01,Nico Hoerner,663538,hoernni01,Esteban Quiroz,606019,quiroes01,Nelson Velázquez,676369,velazne01,Bryan Reynolds,668804,reynobr01,Rodolfo Castro,666801,castrro01,Oneil Cruz,665833,cruzon01,Ke'Bryan Hayes,663647,hayeske01,Diego A. Castillo,660636,castidi02,Cal Mitchell,668751,mitchca01,Zack Collins,641470,colliza01,Jack Suwinski,669261,suwinja01,Ji Hwan Bae,678225,baeji01,Sampson,592716,sampsad01,"Thompson, K",624522,thompke02,Uelmen,657272,uelmeer01,Hughes,676714,hughebr01,"Ortiz, L.L.",682847,ortizlu03,Banuelos,544365,banuema01,Bednar,670280,bednada01,Underwood Jr.,621249,underdu01,Yajure,664337,yajurmi01
