game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-11,642063,4,5,9,Connor Marabell,664088,Ernie Clement,676391,clemeer01,Will Benson,666181,bensowi01,Gabriel Arias,672356,ariasga01,Owen Miller,680911,milleow01,Alex Call,669743,callal02,Ryan Lavarnway,543432,lavarry01,Gavin Collins,641468,Tyler Freeman,671289,freemty01,Luis Campusano,669134,campulu01,Jorge Mateo,622761,mateojo01,Brian O'Grady,657434,ogradbr01,Tucupita Marcano,672779,marcatu01,Patrick Kivlehan,623182,kivlepa01,Pedro Florimón,465753,floripe01,Ivan Castillo,622668,castiiv01,Gosuke Katoh,641741,katohgo01,Nick Tanielu,657027,Bieber,669456,biebesh01,Hembree,592390,hembrhe01,Mikolajchak,679777,"Shaw, B",543766,shawbr01,"Maton, P",664208,matonph01,Parker,453284,parkebl01,Moss,641900,Broom,680940,Musgrove,605397,musgrjo01,Kela,605309,kelake01,"Hill, T",657612,hillti01,Camarena,547176,camarda01,Fox,663674,Crismatt,622503,crismna01
