game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID,Home_P_9_Name,Home_P_9_ID
2023-02-27,719360,14,2,16,Greg Jones,675659,Roberto Alvarez,666712,Niko Hulsizer,680881,Vidal Bruján,660644,brujavi01,Luke Raley,670042,raleylu01,Jonathan Aranda,666018,arandjo01,Josh Lowe,666139,lowejo01,René Pinto,650907,pintore02,Jordan Qsar,682040,Joey Ortiz,687401,ortizjo06,Robert Neustrom,680438,Maverick Handley,668974,Colton Cowser,681297,cowseco01,Coby Mayo,691723,Lewin Díaz,650331,diazle01,Ramón Rodríguez,670232,Connor Norby,681393,Ryan O'Hearn,656811,ohearry01,"Rodriguez, El",660730,rodriel02,McKendry,679928,Hembree,592390,hembrhe01,Beeks,656222,beeksja02,Cleavinger,664076,cleavga01,Spraker,676942,Gross,679863,La Sorsa,686747,lasorjo01,Zimmermann,669145,zimmebr02,Krehbiel,607216,krehbjo01,Hernández,650382,hernada02,Conroy,681795,Politi,681555,Denoyer,690374,Lucas,687922,lucasea01,Sanders,676637,sandeph01,Loeprich,681963
