game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2023-03-11,719167,7,10,17,Chase Estep,686634,Matt Winaker,675980,Wyatt Young,696281,Diego Mosquera,699305,Alex Ramírez,691267,Brandon McIlwain,666140,Nick Meyer,680722,Lorenzo Cedrola,661411,Hayden Senger,663584,Michael Chavis,656308,chavimi01,Trey Lipscomb,702358,lipsctr01,Justin Connell,676667,Stone Garrett,656448,garrest01,Jacob Young,696285,youngja03,Luis García Jr.,671277,garcilu04,Leonel Valera,665987,Drew Millas,686452,milladr01,Armando Cruz,694182,Curtiss,595928,curtijo02,McFarland,519008,mcfartj01,Muckenhirn,669105,muckeza01,"Greene, Z",681891,Griffin,701803,"McLoughlin, T",694381,Chacin,666658,"Gray, Js",680686,grayjo03,Ward,663658,wardth01,"Peralta, Wi",503449,peralwi01,Banda,607455,bandaan01,Cronin,669091
