game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-17,719078,4,2,6,Tim Tawa,694374,P.J. Higgins,664731,higgipj01,Neyfy Castillo,678689,Phillip Evans,595943,evansph01,Ali Sánchez,645305,sanchal04,Tyler Ferguson,621053,ferguty01,Buddy Kennedy,671083,kennebu01,Roby Enriquez,690702,Jake Hager,606993,hagerja01,Coco Montes,663796,monteco01,Drew Romo,691011,Jimmy Herron,676939,Brenton Doyle,686668,doylebr02,Jonathan Morales,664966,Connor Kaiser,663731,kaiseco01,Bret Boswell,641385,Hunter Stovall,667663,Nolan Jones,666134,jonesno01,"Nelson, R",669194,nelsory01,"Nelson, K",669459,nelsoky01,Frías,666818,friaslu01,Chafin,605177,chafian01,McAllister,502083,mcallza01,Vargas,672841,vargaca01,"Ferguson, T",621053,ferguty01,Ureña,570632,urenajo01,"Valdez, P",570488,valdeph01,Hand,543272,handbr01,Blach,621389,blachty01,"Lawrence, J",664875,lawreju01
