game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-16,719095,3,3,Matt Winaker,675980,José Peraza,606299,perazjo01,Ronny Mauricio,677595,mauriro01,Wilfredo Lara,702906,Francisco Alvarez,682626,alvarfr01,Lorenzo Cedrola,661411,Ronis Aybar,685328,Stanley Consuegra,681679,DJ Stewart,621466,stewadj01,Francisco Arcia,516472,arciafr01,Jackson Cluff,687714,Michael Chavis,656308,chavimi01,Jared McKenzie,686982,Stone Garrett,656448,garrest01,Leonel Valera,665987,Matt Adams,571431,adamsma01,Elijah Green,701327,José Sánchez,672566,Senga,673540,sengako01,Robertson,502085,roberda08,"Hernández, El",622694,hernael01,Muckenhirn,669105,muckeza01,Yacabonis,642231,yacabji01,"Peralta, Wi",503449,peralwi01,"Harris, H",665048,harriho02,Colomé,517008,colomal01,Edwards Jr.,605218,edwarca01,"Thompson, M",666168,thompma02
