game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-28,641562,2,6,8,Armando Alvarez,669137,Max McDowell,664120,Thairo Estrada,642731,estrath01,Thomas Milone,641882,Josh Breaux,677007,Ryan LaMarre,534606,lamarry01,Tyler Wade,642180,wadety01,Estevan Florial,664314,flories01,Hoy Park,660829,parkho01,Rodolfo Durán,660710,Brad Miller,543543,millebr02,Luis García,677593,Matt Vierling,663837,vierlma01,Nick Maton,665155,matonni01,Roman Quinn,596451,quinnro01,Bryson Stott,681082,stottbr01,Rafael Marchán,665561,marchra01,Johan Rojas,679032,rojasjo03,Kluber,446372,klubeco01,Kriske,621139,kriskbr01,"Nelson, N",656793,nelsoni01,Chapman,547973,chapmar01,Cessa,570666,cessalu01,Medina,665622,medinlu02,Wheeler,554430,wheelza01,Velasquez,592826,velasvi01,Hale,571735,haleda02,"Bradley, A",605151,bradlar01,Brogdon,641401,brogdco01,Kintzler,445213,kintzbr01
