game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID
745083,2024-06-07,3,6,9,139,Tampa Bay Rays,110,Baltimore Orioles,27003,27008,Gunnar Henderson,683002,hendegu01,Adley Rutschman,668939,rutscad01,Ryan Mountcastle,663624,mountry01,Ryan O'Hearn,656811,ohearry01,Anthony Santander,623993,santaan02,Jordan Westburg,676059,westbjo01,Colton Cowser,681297,cowseco01,Cedric Mullins,656775,mullice01,Yandy Díaz,650490,diazya01,Randy Arozarena,668227,arozara01,Amed Rosario,642708,rosaram01,Isaac Paredes,670623,paredis01,Jose Siri,642350,sirijo01,Jonny DeLuca,676356,delucjo01,Taylor Walls,670764,wallsta01,José Caballero,676609,cabaljo01,Aaron Civale,650644,civalaa01,Cole Irvin,608344,irvinco01,Richard Lovelady,663992,lovelri01,Chris Devenski,606965,devench02,Kevin Kelly,687330,kellyke02,Jacob Webb,657097,webbja01,Yennier Cano,666974,canoye01,Craig Kimbrel,518886,kimbrcr01
