game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID,Home_P_9_Name,Home_P_9_ID,Home_P_9_bbrefID
2022-03-22,706939,4,7,11,Mateo Gil,680771,Alan Trejo,676701,trejoal01,Kyle Holder,664060,Bret Boswell,641385,Elehuris Montero,660707,monteel01,Brian Serven,661531,servebr01,Tim Lopes,621005,lopesti01,Brenton Doyle,686668,doylebr02,Sean Bouchard,656248,bouchse01,Luis Rengifo,650859,rengilu01,Livan Soto,670869,sotoli01,Taylor Ward,621493,wardta01,Jack Mayfield,608686,mayfija01,Orlando Martinez,678636,Jose Rojas,670351,rojasjo02,Dillon Thomas,605504,thomadi01,Brandon Marsh,669016,marshbr02,Zach Humphreys,668876,Freeland,607536,freelky01,Goudeau,623485,goudeas01,"Jones, S",682240,Griep,664155,Cozart,664910,"Holder, H",595988,"Valdez, C",491624,valdece01,"Iglesias, R",628452,iglesra01,Mayers,594577,mayermi01,Loup,571901,loupaa01,Quijada,650671,quijajo01,Warren,681810,warreau01,Barraclough,607457,barraky01,Aro,608167,arojo01,Kristofak,670219,kristza01
