game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,over_under_runline
748583,2023-10-04,2,0,2,142,Minnesota Twins,141,Toronto Blue Jays,27005,27010,George Springer,543807,springe01,Brandon Belt,474832,beltbr01,Vladimir Guerrero Jr.,665489,guerrvl02,Bo Bichette,666182,bichebo01,Cavan Biggio,624415,biggica01,Alejandro Kirk,672386,kirkal01,Kevin Kiermaier,595281,kiermke01,Matt Chapman,656305,chapmma01,Edouard Julien,666397,julieed01,Jorge Polanco,593871,polanjo01,Royce Lewis,668904,lewisro02,Max Kepler,596146,keplema01,Alex Kirilloff,666135,kirilal01,Carlos Correa,621043,correca01,Matt Wallner,670242,wallnma01,Ryan Jeffers,680777,jeffery01,Sonny Gray,543243,grayso01,José Berríos,621244,berrijo01,Louie Varland,686973,varlalo01,Caleb Thielbar,573204,thielca01,Brock Stewart,592779,stewabr01,Griffin Jax,643377,jaxgr01,Jhoan Duran,661395,duranjh01,Yusei Kikuchi,579328,kikucyu01,Yimi García,554340,garciyi01,Erik Swanson,657024,swanser01,Jordan Romano,605447,romanjo03,8.0
