game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-06-25,663346,6,3,9,Kody Clemens,665019,clemeko01,Tucker Barnhart,571466,barnhtu01,Javier Báez,595879,baezja01,Riley Greene,682985,greenri03,Victor Reyes,622682,reyesvi01,Harold Castro,605612,castrha01,Jeimer Candelario,600869,candeje01,Miguel Cabrera,408234,cabremi01,Robbie Grossman,543257,grossro01,Jose Herrera,645444,herrejo04,Josh Rojas,668942,rojasjo01,Ketel Marte,606466,marteke01,Daulton Varsho,662139,varshda01,Buddy Kennedy,671083,kennebu01,Jordan Luplow,656669,luplojo01,David Peralta,444482,peralda01,Christian Walker,572233,walkech02,Alek Thomas,677950,thomaal01,Faedo,656412,faedoal01,"Alexander, T",641302,alexaty01,"Jiménez, J",641729,jimenjo02,Fulmer,605242,fulmemi01,"Soto, G",642397,sotogr01,Davies,605200,davieza02,Mantiply,573009,mantijo01,"Ramirez, No",598287,ramirno01,"Nelson, K",669459,nelsoky01,Melancon,453343,melanma01
