game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2024-05-29,745333,6,1,7,Bryce Harper,547180,harpebr03,Edmundo Sosa,624641,sosaed01,Nick Castellanos,592206,casteni01,Alec Bohm,664761,bohmal01,Cristian Pache,665506,pachecr01,Bryson Stott,681082,stottbr01,Kyle Schwarber,656941,schwaky01,Whit Merrifield,593160,merriwh01,Garrett Stubbs,596117,stubbga01,Heliot Ramos,671218,ramoshe02,Jorge Soler,624585,solerjo01,Thairo Estrada,642731,estrath01,Trenton Brooks,670092,Matt Chapman,656305,chapmma01,Wilmer Flores,527038,florewi01,Brett Wisely,689172,wiselbr01,Luis Matos,682641,matoslu02,Curt Casali,592200,casalcu01,"Sánchez, C",650911,sanchcr01,"Soto, G",642397,sotogr01,Domínguez,622554,dominse01,Turnbull,605513,turnbsp01,Harrison,690986,harriky01,Jackson,592426,jackslu01,"Rodríguez, R",678495,rodrira02,"Rogers, Ty",643511,rogerty01
