game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-20,719028,2,7,9,Wes Clarke,682265,Brian Navarreto,640459,navarbr01,Joey Wiemer,686894,wiemejo01,Tyler Black,672012,blackty01,Keston Hiura,669374,hiurake01,Monte Harrison,656509,harrimo01,Robert Moore,691001,Sal Frelick,686217,frelisa01,Andruw Monasterio,655316,monasan01,Colin Davis,695342,Mike Ford,645801,fordmi01,Hogan Windish,702112,Tanner Kirwer,647255,Jacob Nottingham,641924,nottija01,Jake Scheiner,676595,Zach DeLoach,676113,deloaza01,Gabriel Gonzalez,694224,Mason McCoy,669200,mccoyma01,Woodruff,605540,woodrbr01,Robinson,676515,Bush,456713,bushma01,Varland,681402,varlagu01,Erceg,668674,erceglu01,"Gilbert, L",669302,gilbelo01,O'Brien,676617,obrieri01,"Muñoz, A",662253,munozan01,Brash,666374,brashma01,Festa,670036,festama01,Gott,641627,gotttr01
