game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID,Home_P_9_Name,Home_P_9_ID,Home_P_9_bbrefID
2023-02-26,719371,2,3,5,Alex McKenna,665173,Scott Schreiber,676073,Rylan Bannon,676625,bannory01,Jordan Brewer,685084,C.J. Stubbs,667690,Will Wagner,695238,Leosdany Molina,702416,Cristian Gonzalez,682685,Zach Daniels,671113,Brenner Cox,702685,Lucius Fox,665650,foxlu01,Jeremy De La Rosa,682707,Erick Mejia,625510,mejiaer01,Onix Vega,681974,Ildemaro Vargas,545121,vargail01,Stone Garrett,656448,garrest01,Wilson Garcia,600902,Yadiel Hernandez,628450,hernaya01,Urquidy,664353,urquijo01,Pressly,519151,pressry01,Neris,593576,nerishe01,"Abreu, B",650556,abreubr01,Murray,681151,Endersby,684544,Williams,592866,willitr01,Cavalli,676917,cavalca01,Adon,672851,adonjo01,Banda,607455,bandaan01,"Harvey, H",640451,harvehu01,"Thompson, M",666168,thompma02,"Harris, H",665048,harriho02,Baldonado,593604,baldoal01,Weems,607179,weemsjo01
