game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-25,718961,4,1,5,John Valente,681976,Jake Holton,687724,Michael Papierski,657709,papiemi01,Danny Serretti,681400,Jonathan Davis,641505,davisjo05,Parker Meadows,678009,meadopa01,Roberto Campos,691449,Colt Keith,690993,keithco01,Corey Joyce,687144,Michael Turconi,681580,PK Morris,676678,Yeuni Munoz,699097,Gregori Cano,703939,Devonte Brown,675994,Otto Lopez,672640,lopezot01,Yhoangel Aponte,699082,Glenn Santiago,687426,Rob Brantly,542963,brantro01,"Alexander, T",641302,alexaty01,Foley,671345,foleyja01,Cisnero,542585,cisnejo01,"Fry, J",605240,fryja01,"Del Pozo, M",600887,delpomi01,Chentouf,663506,Gardea,677915,Petit,696275,Robberse,691828,Peacock,676840,peacoma01,"Fernández, Jun",658551,fernaju01,Cimber,643256,cimbead01,Pop,647315,popza01,"Bard, L",572703,bardlu01
