game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-21,642132,9,4,13,Liover Peguero,678894,pegueli01,Wilmer Difo,594694,difowi01,Oneil Cruz,665833,cruzon01,Travis Swaggerty,680552,swaggtr01,Joe Hudson,621529,hudsojo03,Mason Martin,676733,Cal Mitchell,668751,mitchca01,Hunter Owen,670462,owenhu01,Ji Hwan Bae,678225,baeji01,Hunter Renfroe,592669,renfrhu01,Gilberto Jimenez,678362,César Puello,527049,puellce01,Jonathan Araúz,660620,arauzjo01,Roldani Baldwin,650380,Christian Arroyo,624414,arroych01,Jarren Duran,680776,duranja01,Chad De La Guerra,664750,Michael Gettys,656455,Crowe,640444,crowewi01,Holmes,605280,holmecl01,Poppen,664092,poppese01,Ogle,669180,Mears,683232,mearsni01,Pivetta,601713,pivetni01,Walden,519393,waldema01,Ottavino,493603,ottavad01,Brice,592169,briceau01,"Taylor, J",657031,taylojo02,"Barnes, M",598264,barnema01
