game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2023-03-26,718953,7,2,9,Mikey Perez,668882,Ernie Yake,687044,Dalton Kelly,665138,Andrew Bechtold,657510,Mark Contreras,676628,contrma01,Hernán Pérez,541650,perezhe01,Will Holland,683735,Tony Wolters,547172,wolteto01,DaShawn Keirsey Jr.,680577,Niko Goodrum,592348,goodrni01,Eddinson Paulino,682796,Alex Binelas,681323,Jorge Alfaro,595751,alfarjo01,Bobby Dalbec,666915,dalbebo01,Jarren Duran,680776,duranja01,Rob Refsnyder,608701,refsnro01,Greg Allen,656185,allengr01,Raimel Tapia,606132,tapiara01,"Gray, So",543243,grayso01,Sands,663485,sandsco01,Bravo,670986,Alcala,660896,alcaljo01,"Duran, J",661395,duranjh01,Sadzeck,592712,sadzeco01,Sale,519242,salech01,Ort,672391,ortka01,Bleier,542947,bleieri01,Schreiber,670167,schrejo01,DiValerio,687938
