game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-18,642204,2,3,5,Freddy Zamora,668965,Dustin Peterson,640460,peterdu01,Brice Turang,668930,turanbr02,Blaine Hardy,543278,hardybl01,Dylan Cozens,622226,cozendy01,Mario Feliciano,666128,felicma01,Garrett Mitchell,669003,mitchga01,Micah Bello,677295,Zach Green,608339,greenza01,Brandon Marsh,669016,marshbr02,Luis Rengifo,650859,rengilu01,Scott Schebler,594988,schebsc01,Taylor Ward,621493,wardta01,Jack Mayfield,608686,mayfija01,Jon Jay,445055,jayjo02,Franklin Barreto,620439,barrefr02,Jo Adell,666176,adelljo01,Juan Graterol,492802,grateju01,Burnes,669203,burneco01,Boxberger,502202,boxbebr01,Rasmussen,656876,rasmudr01,Yardley,642233,yardler01,Andrews,677076,andrecl02,Hardy,543278,hardybl01,Heaney,571760,heanean01,Sandoval,663776,sandopa02,Daniel,669721,danieda01,"Reed, J",596082,reedja02
