gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID
634259,2021-05-02,3,1,4,Isan Díaz,656371,diazis01,Jon Berti,542932,bertijo01,Garrett Cooper,643265,coopega03,Corey Dickerson,572816,dickeco01,Lewis Brinson,621446,brinsle01,Sandy León,506702,leonsa01,José Devers,672701,deverjo01,Monte Harrison,656509,harrimo01,Trevor Rogers,669432,rogertr01,Victor Robles,645302,roblevi01,Josh Harrison,543281,harrijo05,Trea Turner,607208,turnetr01,Ryan Zimmerman,475582,zimmery01,Starlin Castro,516770,castrst01,Yan Gomes,543228,gomesya01,Yadiel Hernandez,628450,hernaya01,Jordy Mercer,474568,mercejo03,Max Scherzer,453286,scherma01,Max Scherzer,453286,scherma01,Trevor Rogers,669432,rogertr01,Zach Pop,647315,popza01,John Curtiss,595928,curtijo02,Adam Cimber,643256,cimbead01
