game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-18,719061,6,2,8,Elier Hernandez,609274,hernael02,Clint Frazier,640449,frazicl01,Ezequiel Duran,677649,duranez01,Griffin Cheney,806187,Sam Huff,669087,huffsa01,Cameron Cauley,695508,Jonathan Ornelas,680716,orneljo01,Yoshi Tsutsugo,660294,tsutsyo01,J.P. Martínez,679881,martijp01,Kevin Padlo,656821,padloke01,Preston Palmeiro,641945,Jordyn Adams,677941,adamsjo03,Andrew Velazquez,623205,velazan01,Jose Gomez,650506,Luis Barrera,642456,barrelu01,Trey Cabbage,663550,cabbatr01,Jo Adell,666176,adelljo01,Chad Wallach,595453,wallach01,Lee,695445,King,667463,kingjo01,"Barlow, J",669618,barlojo01,"Kennedy, I",453178,kenneia01,Church,687847,Sborz,622250,sborzjo01,Leclerc,600917,leclejo01,Canning,656288,cannigr01,Tepera,572193,teperry01,Moore,519043,moorema02,Estévez,608032,estevca01,Barria,642545,barrija01
