game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,over_under_runline
716441,2023-09-25,2,1,3,137,San Francisco Giants,135,San Diego Padres,26997,26996,Xander Bogaerts,593428,bogaexa01,Fernando Tatis Jr.,665487,tatisfe02,Juan Soto,665742,sotoju01,Manny Machado,592518,machama01,Ha-Seong Kim,673490,kimha01,Ji Man Choi,596847,choiji01,Matthew Batten,676946,battema01,Trent Grisham,663757,grishtr01,Austin Slater,596103,slateau01,Thairo Estrada,642731,estrath01,Luis Matos,682641,matoslu02,J.D. Davis,605204,davisjd01,Marco Luciano,682617,luciama01,Mitch Haniger,571745,hanigmi01,Patrick Bailey,672275,bailepa01,Heliot Ramos,671218,ramoshe02,Logan Webb,657277,webblo01,Blake Snell,605483,snellbl01,Tom Cosgrove,676680,cosgrto01,Robert Suarez,663158,suarero01,7.0
