game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-08,642049,5,9,14,Francisco Alvarez,682626,alvarfr01,Drew Ferguson,664916,Brandon Drury,592273,drurybr01,Mallex Smith,605480,smithma05,José Peraza,606299,perazjo01,Mark Vientos,668901,vientma01,Pete Crow-Armstrong,691718,crowape01,Bruce Maxwell,622194,maxwebr01,Jake Hager,606993,hagerja01,Jake Noll,669738,nollja01,Carlos Tocci,624636,toccica01,Blake Swihart,596119,swihabl01,Hernán Pérez,541650,perezhe01,Tres Barrera,668663,barretr01,Jordy Mercer,474568,mercejo03,Yadiel Hernandez,628450,hernaya01,Luis García Jr.,671277,garcilu04,Yasel Antuna,671276,Yamamoto,657141,yamamjo01,Betances,476454,betande01,Gsellman,607229,gsellro01,Allan,682929,Tarpley,605501,tarplst01,Kilome,642584,kilomfr01,Ross,605452,rossjo01,Avilán,501593,avilalu01,Fedde,607200,feddeer01,Hand,543272,handbr01,Suero,593833,suerowa01,Finnegan,640448,finneky01,Bacus,621290,bacusda01
