game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2022-03-31,706991,8,2,10,Gavin Sheets,657757,sheetga01,Adam Engel,641553,engelad01,Zach Remillard,621545,remilza01,Seby Zavala,664874,zavalse01,Danny Mendick,664901,mendida01,Dwight Smith Jr.,596105,smithdw02,Adam Haseley,656514,haselad01,Jake Burger,669394,burgeja01,Romy Gonzalez,663853,gonzaro01,Robbie Tenerowicz,642134,Gus Steiger,694929,Eric Yang,687066,Max Schrock,621011,schroma01,Shogo Akiyama,673451,akiyash01,Sebastian Almonte,678372,Michael Siani,672279,sianimi01,Colin Moran,592567,moranco01,Alex McGarry,685127,Kopech,656629,kopecmi01,Velasquez,592826,velasvi01,Cable,668871,"Severino, A",644429,severan01,Crick,605195,crickky01,Crochet,676979,crochga01,Broadway,699479,Burr,621114,burrry01,"Greene, H",668881,greenhu01,"Farmer, B",571656,farmebu01,"Zimmer, K",622092,zimmeky01,Godley,643327,godleza01,Diehl,670426,diehlph01,Pidich,641978
