game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-09,642180,11,4,15,Brian Serven,661531,servebr01,Yonathan Daza,602074,dazayo01,Eric Stamets,608715,stameer01,Alan Trejo,676701,trejoal01,Greg Bird,595885,birdgr01,Garrett Hampson,641658,hampsga01,Joshua Fuentes,658069,fuentjo01,Colton Welker,666213,welkeco01,Wynton Bernard,592144,bernawy01,Jose Herrera,645444,herrejo04,Andrew Young,670370,youngan02,Jake McCarthy,664983,mccarja02,Geraldo Perdomo,672695,perdoge01,Wyatt Mathisen,621500,mathiwy01,Jamie Ritchie,657739,Pavin Smith,656976,smithpa04,Juniel Querecuto,578570,quereju01,Stuart Fairchild,656413,faircst01,"Gonzalez, C",592346,gonzach01,Mujica,620445,mujicjo01,"Stephenson, R",596112,stephro01,"Díaz, Ja",545064,diazja01,Bowden,641386,bowdebe01,Weaver,596133,weavelu01,"Martin, Co",656686,martico02,Clippard,461325,clippty01,Crichton,592233,crichst01,Buchter,488748,buchtry01,Bukauskas,656266,bukaujb01
