game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID
2022-03-24,706857,3,3,6,J.T. Realmuto,592663,realmjt01,Austin Wynns,642851,wynnsau01,Adam Haseley,656514,haselad01,Rhys Hoskins,656555,hoskirh01,Didi Gregorius,544369,gregodi01,Johan Camargo,622666,camarjo01,Jean Segura,516416,segurje01,Mickey Moniak,666160,moniami01,Símon Muzziotti,665922,muzzisi01,Greg Allen,656185,allengr01,Bligh Madris,676632,madribl01,Yoshi Tsutsugo,660294,tsutsyo01,Daniel Vogelbach,596129,vogelda01,Anthony Alford,546990,alforan01,Ke'Bryan Hayes,663647,hayeske01,Kevin Newman,621028,newmake01,Cole Tucker,657061,tuckeco01,Roberto Pérez,547379,perezro02,"Nola, Aa",605400,nolaaa01,McArthur,663704,mcartja01,Adams,699499,Bedrosian,592135,bedroca01,"Keller, M",656605,kellemi03,Contreras,672710,contrro01
