game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-18,747903,4,2,6,Hunter Bishop,666183,Victor Bericoto,682674,Jimmy Glowenke,694368,Wade Meckler,685133,mecklwa01,Otto Lopez,672640,lopezot01,Trenton Brooks,670092,Pablo Sandoval,467055,sandopa01,Donovan Walton,622268,waltodo01,Jakson Reetz,656883,reetzja01,Francisco Urbaez,688005,Allan Cerda,678323,Luis Chevalier,682728,Michael Trautwein,681114,Alexander Ovalles,678900,Ivan Johnson,671155,Jose Serrano,699112,Jacob Hurtubise,674441,hurtuja01,Nicholas Northcut,678021,Harrison,690986,harriky01,Kiest,641750,"Rogers, Ty",643511,rogerty01,Enlow,669416,Montas,593423,montafr02,Moll,594580,mollsa01,Wilson,458677,wilsoju10,Pagán,641941,paganem01,Santillan,663574,santito01,Kriske,621139,kriskbr01
