game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-14,641978,4,5,9,Pablo Reyes,622569,reyespa01,Payton Henry,668721,henrypa01,Corey Ray,641999,rayco01,Dustin Peterson,640460,peterdu01,Brice Turang,668930,turanbr02,Tristen Lutz,669157,Garrett Mitchell,669003,mitchga01,Jacob Nottingham,641924,nottija01,Zach Green,608339,greenza01,Jordan Cowan,643268,Brian O'Keefe,657247,okeefbr01,Donovan Walton,622268,waltodo01,Sam Travis,607752,travisa01,José Marmolejos,592530,marmojo01,Josh Morgan,656766,Braden Bishop,623323,bishobr01,Jack Reinheimer,595373,reinhja01,Dillon Thomas,605504,thomadi01,Houser,605288,housead01,Crawford,660587,Zimmermann,519455,zimmejo02,Boxberger,502202,boxbebr01,"Sánchez, M",667376,sanchmi01,"Perdomo, A",622780,perdoan01,Kikuchi,579328,kikucyu01,"Mills, W",670090,millswy01,Montero,606160,montera01,Graveman,608665,graveke01,Middleton,641871,middlke01,Gerber,680702,gerbejo01
