game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,over_under_runline
745356,2024-04-18,5,0,5,137,San Francisco Giants,109,Arizona Diamondbacks,26997,27007,Ketel Marte,606466,marteke01,Corbin Carroll,682998,carroco02,Joc Pederson,592626,pederjo01,Christian Walker,572233,walkech02,Eugenio Suárez,553993,suareeu01,Gabriel Moreno,672515,morenga01,Jace Peterson,607054,peterja01,Randal Grichuk,545341,grichra01,Jung Hoo Lee,808982,leeju01,LaMonte Wade Jr.,664774,wadela01,Jorge Soler,624585,solerjo01,Michael Conforto,624424,confomi01,Matt Chapman,656305,chapmma01,Thairo Estrada,642731,estrath01,Mike Yastrzemski,573262,yastrmi01,Patrick Bailey,672275,bailepa01,Logan Webb,657277,webblo01,Ryne Nelson,669194,nelsory01,Tyler Rogers,643511,rogerty01,Ryan Walker,676254,walkery01,Logan Allen,663531,allenlo01,Bryce Jarvis,686826,jarvibr01,Kyle Nelson,669459,nelsoky01,7.5
