game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-04-04,707043,1,3,4,Ernie Clement,676391,clemeer01,Oscar Gonzalez,660757,gonzaos01,Will Benson,666181,bensowi01,Mitchell Tolman,664051,Steven Kwan,680757,kwanst01,Owen Miller,680911,milleow01,Óscar Mercado,640458,mercaos01,Wilfri Peralta,677584,Mike Rivera,657741,Cooper Hummel,669450,hummeco01,Andy Yerzy,647378,Danyer Sanabria,683389,Jake McCarthy,664983,mccarja02,Deyvison De Los Santos,691277,Alvin Guzman,682630,Sergio Alcántara,642727,alcanse01,Seth Beer,666179,beerse01,Jake Hager,606993,hagerja01,Pilkington,663455,pilkiko01,Gose,543238,gosean01,Stephan,663986,stephtr01,Hentges,656529,hentgsa01,Davies,605200,davieza02,Tice,676709,ticety01,"Aguilar, M",620396,aguilmi01,Straily,573185,straida01,Poppen,664092,poppese01
