game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-24,747822,3,5,8,Ehire Adrianza,501303,adriaeh01,Willie Calhoun,641432,calhowi01,Jack López,605346,lopezja03,Jake Marisnick,545350,marisja01,Brandon Drury,592273,drurybr01,Mickey Moniak,666160,moniami01,Miguel Sanó,593934,sanomi01,Jo Adell,666176,adelljo01,Chad Wallach,595453,wallach01,Chris Taylor,621035,tayloch03,Kendall George,806077,Trey Sweeney,700242,Austin Gauthier,702789,Austin Barnes,605131,barneau01,Thayron Liranzo,699073,Enrique Hernández,571771,hernaen02,Josue De Paula,800543,Miguel Rojas,500743,rojasmi02,Canning,656288,cannigr01,Seig,688274,Strickland,519326,strichu01,Zuñiga,670871,zuniggu01,Kolarek,592473,kolarad01,"Miller, Bo",676272,millebo06,Grove,675627,grovemi01,Vesia,681911,vesiaal01,Brasier,518489,brasiry01,Lao,666659,"Phillips, E",623465,phillev01,Gowdy,666151
