game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID
2024-03-25,747809,6,6,Josh Naylor,647304,naylojo01,Andrés Giménez,665926,gimenan01,José Ramírez,608070,ramirjo01,Steven Kwan,680757,kwanst01,Ramón Laureano,657656,laurera01,Tyler Freeman,671289,freemty01,Bo Naylor,666310,naylobo01,David Fry,681807,fryda01,Brayan Rocchio,677587,rocchbr01,Joc Pederson,592626,pederjo01,Gabriel Moreno,672515,morenga01,Eugenio Suárez,553993,suareeu01,Alek Thomas,677950,thomaal01,Ketel Marte,606466,marteke01,Geraldo Perdomo,672695,perdoge01,Corbin Carroll,682998,carroco02,Lourdes Gurriel Jr.,666971,gurrilo01,Christian Walker,572233,walkech02,Beede,595881,beedety01,Sharpe,681571,Herrin,682120,herriti01,Morgan,669212,morgael01,Stanley,701533,Henry,674072,henryto01
